ACTION_CODE|ACTION_OCCURRENCE_ID|ASSIGNMENT_ID|ASSIGNMENT_NAME|ASSIGNMENT_NUMBER|ASSIGNMENT_SEQUENCE|ASSIGNMENT_STATUS_TYPE|ASSIGNMENT_STATUS_TYPE_ID|ASSIGNMENT_TYPE|AUTO_END_FLAG|BARGAINING_UNIT_CODE|BILLING_TITLE|BUSINESS_GROUP_ID|BUSINESS_UNIT_ID|CAGR_GRADE_DEF_ID|CAGR_ID_FLEX_NUM|COLLECTIVE_AGREEMENT_ID|CONTRACT_ID|DATE_PROBATION_END|DEFAULT_CODE_COMB_ID|DUTIES_TYPE|EFFECTIVE_END_DATE|EFFECTIVE_LATEST_CHANGE|EFFECTIVE_SEQUENCE|EFFECTIVE_START_DATE|EMPLOYEE_CATEGORY|EMPLOYMENT_CATEGORY|ESTABLISHMENT_ID|EXPENSE_CHECK_ADDRESS|FREQUENCY|GRADE_ID|GRADE_LADDER_PGM_ID|HOURLY_SALARIED_CODE|INTERNAL_BUILDING|INTERNAL_FLOOR|INTERNAL_LOCATION|INTERNAL_MAILSTOP|INTERNAL_OFFICE_NUMBER|JOB_ID|JOB_POST_SOURCE_NAME|LABOUR_UNION_MEMBER_FLAG|LEGAL_ENTITY_ID|LEGISLATION_CODE|LINKAGE_TYPE|LOCATION_ID|MANAGER_FLAG|NORMAL_HOURS|NOTICE_PERIOD|NOTICE_PERIOD_UOM|ORGANIZATION_ID|PARENT_ASSIGNMENT_ID|PEOPLE_GROUP_ID|PERIOD_OF_SERVICE_ID|PERSON_ID|PERSON_TYPE_ID|PO_HEADER_ID|PO_LINE_ID|POSITION_ID|POSITION_OVERRIDE_FLAG|POSTING_CONTENT_ID|PRIMARY_ASSIGNMENT_FLAG|PRIMARY_FLAG|PRIMARY_WORK_RELATION_FLAG|PRIMARY_WORK_TERMS_FLAG|PROBATION_PERIOD|PROBATION_UNIT|PROJECT_TITLE|PROJECTED_ASSIGNMENT_END|PROPOSED_WORKER_TYPE|REASON_CODE|RECORD_CREATOR|RETIREMENT_AGE|RETIREMENT_DATE|SAL_REVIEW_PERIOD|SAL_REVIEW_PERIOD_FREQUENCY|SET_OF_BOOKS_ID|SOURCE_TYPE|SPECIAL_CEILING_STEP_ID|STEP_ENTRY_DATE|SYSTEM_PERSON_TYPE|TAX_ADDRESS_ID|TIME_NORMAL_FINISH|TIME_NORMAL_START|VENDOR_ASSIGNMENT_NUMBER|VENDOR_EMPLOYEE_NUMBER|VENDOR_ID|VENDOR_SITE_ID|WORK_AT_HOME|WORK_TERMS_ASSIGNMENT_ID|FREEZE_START_DATE|FREEZE_UNTIL_DATE|FT_ALTERNATE_REC|FT_ALTERNATE_KEY
HIRE||WT_ASSIG12001|||1|ACTIVE|119E67C19B66375BE053A747660A4A5B|ET|Y|||11A3CAC8E20AB4E6E053A747660AF6EC|1595C93AA3F5DCB2E053A747660A09BD||||||||4712-12-31|Y|1|2009-07-15|||||||||||||||||119E67C19A24375BE053A747660A4A5B|KZ|||Y|||||||PERIOD12001|P12001|||||Y||N|N|Y|Y||||||||||||||||EMP||||||||||4712-12-31|1901-01-01|WT|WT_ASSIG12001::WorkTerm
HIRE||WT_ASSIG12002|||1|ACTIVE|119E67C19B66375BE053A747660A4A5B|ET|Y|||11A3CAC8E20AB4E6E053A747660AF6EC|1595C93AA3F5DCB2E053A747660A09BD||||||||4712-12-31|Y|1|2013-05-02|||||||||||||||||119E67C19A24375BE053A747660A4A5B|KZ||||||||||PERIOD12002|P12002|||||Y||N|N|Y|Y||||||||||||||||EMP||||||||||4712-12-31|1901-01-01|WT|WT_ASSIG12002::WorkTerm
HIRE||WT_ASSIG12003|||1|ACTIVE|119E67C19B66375BE053A747660A4A5B|ET|Y|||11A3CAC8E20AB4E6E053A747660AF6EC|1595C93AA3F5DCB2E053A747660A09BD||||||||4712-12-31|Y|1|2009-07-15|||||||||||||||||119E67C19A24375BE053A747660A4A5B|KZ||||||||||PERIOD12003|P12003|||||Y||N|N|Y|Y||||||||||||||||EMP||||||||||4712-12-31|1901-01-01|WT|WT_ASSIG12003::WorkTerm
||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
ACTION_CODE|ACTION_OCCURRENCE_ID|ASSIGNMENT_ID|ASSIGNMENT_NAME|ASSIGNMENT_NUMBER|ASSIGNMENT_SEQUENCE|ASSIGNMENT_STATUS_TYPE|ASSIGNMENT_STATUS_TYPE_ID|ASSIGNMENT_TYPE|AUTO_END_FLAG|BARGAINING_UNIT_CODE|BILLING_TITLE|BUSINESS_GROUP_ID|BUSINESS_UNIT_ID|CAGR_GRADE_DEF_ID|CAGR_ID_FLEX_NUM|COLLECTIVE_AGREEMENT_ID|CONTRACT_ID|DATE_PROBATION_END|DEFAULT_CODE_COMB_ID|DUTIES_TYPE|EFFECTIVE_END_DATE|EFFECTIVE_LATEST_CHANGE|EFFECTIVE_SEQUENCE|EFFECTIVE_START_DATE|EMPLOYEE_CATEGORY|EMPLOYMENT_CATEGORY|ESTABLISHMENT_ID|EXPENSE_CHECK_ADDRESS|FREQUENCY|GRADE_ID|GRADE_LADDER_PGM_ID|HOURLY_SALARIED_CODE|INTERNAL_BUILDING|INTERNAL_FLOOR|INTERNAL_LOCATION|INTERNAL_MAILSTOP|INTERNAL_OFFICE_NUMBER|JOB_ID|JOB_POST_SOURCE_NAME|LABOUR_UNION_MEMBER_FLAG|LEGAL_ENTITY_ID|LEGISLATION_CODE|LINKAGE_TYPE|LOCATION_ID|MANAGER_FLAG|NORMAL_HOURS|NOTICE_PERIOD|NOTICE_PERIOD_UOM|ORGANIZATION_ID|PARENT_ASSIGNMENT_ID|PEOPLE_GROUP_ID|PERIOD_OF_SERVICE_ID|PERSON_ID|PERSON_TYPE_ID|PO_HEADER_ID|PO_LINE_ID|POSITION_ID|POSITION_OVERRIDE_FLAG|POSTING_CONTENT_ID|PRIMARY_ASSIGNMENT_FLAG|PRIMARY_FLAG|PRIMARY_WORK_RELATION_FLAG|PRIMARY_WORK_TERMS_FLAG|PROBATION_PERIOD|PROBATION_UNIT|PROJECT_TITLE|PROJECTED_ASSIGNMENT_END|PROPOSED_WORKER_TYPE|REASON_CODE|RECORD_CREATOR|RETIREMENT_AGE|RETIREMENT_DATE|SAL_REVIEW_PERIOD|SAL_REVIEW_PERIOD_FREQUENCY|SET_OF_BOOKS_ID|SOURCE_TYPE|SPECIAL_CEILING_STEP_ID|STEP_ENTRY_DATE|SYSTEM_PERSON_TYPE|TAX_ADDRESS_ID|TIME_NORMAL_FINISH|TIME_NORMAL_START|VENDOR_ASSIGNMENT_NUMBER|VENDOR_EMPLOYEE_NUMBER|VENDOR_ID|VENDOR_SITE_ID|WORK_AT_HOME|WORK_TERMS_ASSIGNMENT_ID|FREEZE_START_DATE|FREEZE_UNTIL_DATE|FT_ALTERNATE_REC|FT_ALTERNATE_KEY
TRANSFER||WT_ASSIG157|||1|ACTIVE|119E67C19B66375BE053A747660A4A5B|ET|Y|||11A3CAC8E20AB4E6E053A747660AF6EC|1595C93AA3F5DCB2E053A747660A09BD||||||||4712-12-31|Y|1|2002-06-03|||||||||||||||||119E67C19A24375BE053A747660A4A5B|KZ||||||||||PERIOD157|P157|||||Y||N|N|Y|Y||||||||||||||||EMP||||||||||4712-12-31|1901-01-01|WT|WT_ASSIG157::WorkTerm
TRANSFER||WT_ASSIG164|||1|ACTIVE|119E67C19B66375BE053A747660A4A5B|ET|Y|||11A3CAC8E20AB4E6E053A747660AF6EC|1595C93AA3F5DCB2E053A747660A09BD||||||||4712-12-31|Y|1|2002-06-13|||||||||||||||||119E67C19A24375BE053A747660A4A5B|KZ||||||||||PERIOD164|P164|||||Y||N|N|Y|Y||||||||||||||||EMP||||||||||4712-12-31|1901-01-01|WT|WT_ASSIG164::WorkTerm
TRANSFER||WT_ASSIG165|||1|ACTIVE|119E67C19B66375BE053A747660A4A5B|ET|Y|||11A3CAC8E20AB4E6E053A747660AF6EC|1595C93AA3F5DCB2E053A747660A09BD||||||||4712-12-31|Y|1|2002-06-17|||||||||||||||||119E67C19A24375BE053A747660A4A5B|KZ||||||||||PERIOD165|P165|||||Y||N|N|Y|Y||||||||||||||||EMP||||||||||4712-12-31|1901-01-01|WT|WT_ASSIG165::WorkTerm
TRANSFER||WT_ASSIG59|||1|ACTIVE|119E67C19B66375BE053A747660A4A5B|ET|Y|||11A3CAC8E20AB4E6E053A747660AF6EC|1595C93AA3F5DCB2E053A747660A09BD||||||||4712-12-31|Y|1|2002-07-03|||||||||||||||||119E67C19A24375BE053A747660A4A5B|KZ||||||||||PERIOD59|P59|||||Y||N|N|Y|Y||||||||||||||||EMP||||||||||4712-12-31|1901-01-01|WT|WT_ASSIG59::WorkTerm
TRANSFER||WT_ASSIG136|||1|ACTIVE|119E67C19B66375BE053A747660A4A5B|ET|Y|||11A3CAC8E20AB4E6E053A747660AF6EC|1595C93AA3F5DCB2E053A747660A09BD||||||||4712-12-31|Y|1|2002-08-01|||||||||||||||||119E67C19A24375BE053A747660A4A5B|KZ||||||||||PERIOD136|P136|||||Y||N|N|Y|Y||||||||||||||||EMP||||||||||4712-12-31|1901-01-01|WT|WT_ASSIG136::WorkTerm
TRANSFER||WT_ASSIG149|||1|ACTIVE|119E67C19B66375BE053A747660A4A5B|ET|Y|||11A3CAC8E20AB4E6E053A747660AF6EC|1595C93AA3F5DCB2E053A747660A09BD||||||||4712-12-31|Y|1|2002-08-01|||||||||||||||||119E67C19A24375BE053A747660A4A5B|KZ||||||||||PERIOD149|P149|||||Y||N|N|Y|Y||||||||||||||||EMP||||||||||4712-12-31|1901-01-01|WT|WT_ASSIG149::WorkTerm
TRANSFER||WT_ASSIG164|||1|ACTIVE|119E67C19B66375BE053A747660A4A5B|ET|Y|||11A3CAC8E20AB4E6E053A747660AF6EC|1595C93AA3F5DCB2E053A747660A09BD||||||||4712-12-31|Y|1|2002-09-05|||||||||||||||||119E67C19A24375BE053A747660A4A5B|KZ||||||||||PERIOD164|P164|||||Y||N|N|Y|Y||||||||||||||||EMP||||||||||4712-12-31|1901-01-01|WT|WT_ASSIG164::WorkTerm
TRANSFER||WT_ASSIG69|||1|ACTIVE|119E67C19B66375BE053A747660A4A5B|ET|Y|||11A3CAC8E20AB4E6E053A747660AF6EC|1595C93AA3F5DCB2E053A747660A09BD||||||||4712-12-31|Y|1|2002-09-09|||||||||||||||||119E67C19A24375BE053A747660A4A5B|KZ||||||||||PERIOD69|P69|||||Y||N|N|Y|Y||||||||||||||||EMP||||||||||4712-12-31|1901-01-01|WT|WT_ASSIG69::WorkTerm
TRANSFER||WT_ASSIG169|||1|ACTIVE|119E67C19B66375BE053A747660A4A5B|ET|Y|||11A3CAC8E20AB4E6E053A747660AF6EC|1595C93AA3F5DCB2E053A747660A09BD||||||||4712-12-31|Y|1|2002-09-16|||||||||||||||||119E67C19A24375BE053A747660A4A5B|KZ||||||||||PERIOD169|P169|||||Y||N|N|Y|Y||||||||||||||||EMP||||||||||4712-12-31|1901-01-01|WT|WT_ASSIG169::WorkTerm
TRANSFER||WT_ASSIG131|||1|ACTIVE|119E67C19B66375BE053A747660A4A5B|ET|Y|||11A3CAC8E20AB4E6E053A747660AF6EC|1595C93AA3F5DCB2E053A747660A09BD||||||||4712-12-31|Y|1|2002-11-01|||||||||||||||||119E67C19A24375BE053A747660A4A5B|KZ||||||||||PERIOD131|P131|||||Y||N|N|Y|Y||||||||||||||||EMP||||||||||4712-12-31|1901-01-01|WT|WT_ASSIG131::WorkTerm
TRANSFER||WT_ASSIG55|||1|ACTIVE|119E67C19B66375BE053A747660A4A5B|ET|Y|||11A3CAC8E20AB4E6E053A747660AF6EC|1595C93AA3F5DCB2E053A747660A09BD||||||||4712-12-31|Y|1|2002-10-28|||||||||||||||||119E67C19A24375BE053A747660A4A5B|KZ||||||||||PERIOD55|P55|||||Y||N|N|Y|Y||||||||||||||||EMP||||||||||4712-12-31|1901-01-01|WT|WT_ASSIG55::WorkTerm
TRANSFER||WT_ASSIG84|||1|ACTIVE|119E67C19B66375BE053A747660A4A5B|ET|Y|||11A3CAC8E20AB4E6E053A747660AF6EC|1595C93AA3F5DCB2E053A747660A09BD||||||||4712-12-31|Y|1|2002-11-12|||||||||||||||||119E67C19A24375BE053A747660A4A5B|KZ||||||||||PERIOD84|P84|||||Y||N|N|Y|Y||||||||||||||||EMP||||||||||4712-12-31|1901-01-01|WT|WT_ASSIG84::WorkTerm
TRANSFER||WT_ASSIG83|||1|ACTIVE|119E67C19B66375BE053A747660A4A5B|ET|Y|||11A3CAC8E20AB4E6E053A747660AF6EC|1595C93AA3F5DCB2E053A747660A09BD||||||||4712-12-31|Y|1|2002-11-16|||||||||||||||||119E67C19A24375BE053A747660A4A5B|KZ||||||||||PERIOD83|P83|||||Y||N|N|Y|Y||||||||||||||||EMP||||||||||4712-12-31|1901-01-01|WT|WT_ASSIG83::WorkTerm
TRANSFER||WT_ASSIG524|||1|ACTIVE|119E67C19B66375BE053A747660A4A5B|ET|Y|||11A3CAC8E20AB4E6E053A747660AF6EC|1595C93AA3F5DCB2E053A747660A09BD||||||||4712-12-31|Y|1|2002-11-01|||||||||||||||||119E67C19A24375BE053A747660A4A5B|KZ||||||||||PERIOD524|P524|||||Y||N|N|Y|Y||||||||||||||||EMP||||||||||4712-12-31|1901-01-01|WT|WT_ASSIG524::WorkTerm
TRANSFER||WT_ASSIG50|||1|ACTIVE|119E67C19B66375BE053A747660A4A5B|ET|Y|||11A3CAC8E20AB4E6E053A747660AF6EC|1595C93AA3F5DCB2E053A747660A09BD||||||||4712-12-31|Y|1|2002-11-01|||||||||||||||||119E67C19A24375BE053A747660A4A5B|KZ||||||||||PERIOD50|P50|||||Y||N|N|Y|Y||||||||||||||||EMP||||||||||4712-12-31|1901-01-01|WT|WT_ASSIG50::WorkTerm
TRANSFER||WT_ASSIG130|||1|ACTIVE|119E67C19B66375BE053A747660A4A5B|ET|Y|||11A3CAC8E20AB4E6E053A747660AF6EC|1595C93AA3F5DCB2E053A747660A09BD||||||||4712-12-31|Y|1|2002-11-01|||||||||||||||||119E67C19A24375BE053A747660A4A5B|KZ||||||||||PERIOD130|P130|||||Y||N|N|Y|Y||||||||||||||||EMP||||||||||4712-12-31|1901-01-01|WT|WT_ASSIG130::WorkTerm
TRANSFER||WT_ASSIG157|||1|ACTIVE|119E67C19B66375BE053A747660A4A5B|ET|Y|||11A3CAC8E20AB4E6E053A747660AF6EC|1595C93AA3F5DCB2E053A747660A09BD||||||||4712-12-31|Y|1|2002-11-01|||||||||||||||||119E67C19A24375BE053A747660A4A5B|KZ||||||||||PERIOD157|P157|||||Y||N|N|Y|Y||||||||||||||||EMP||||||||||4712-12-31|1901-01-01|WT|WT_ASSIG157::WorkTerm
TRANSFER||WT_ASSIG78|||1|ACTIVE|119E67C19B66375BE053A747660A4A5B|ET|Y|||11A3CAC8E20AB4E6E053A747660AF6EC|1595C93AA3F5DCB2E053A747660A09BD||||||||4712-12-31|Y|1|2003-01-06|||||||||||||||||119E67C19A24375BE053A747660A4A5B|KZ||||||||||PERIOD78|P78|||||Y||N|N|Y|Y||||||||||||||||EMP||||||||||4712-12-31|1901-01-01|WT|WT_ASSIG78::WorkTerm
TRANSFER||WT_ASSIG41|||1|ACTIVE|119E67C19B66375BE053A747660A4A5B|ET|Y|||11A3CAC8E20AB4E6E053A747660AF6EC|1595C93AA3F5DCB2E053A747660A09BD||||||||4712-12-31|Y|1|2002-11-01|||||||||||||||||119E67C19A24375BE053A747660A4A5B|KZ||||||||||PERIOD41|P41|||||Y||N|N|Y|Y||||||||||||||||EMP||||||||||4712-12-31|1901-01-01|WT|WT_ASSIG41::WorkTerm
TRANSFER||WT_ASSIG60|||1|ACTIVE|119E67C19B66375BE053A747660A4A5B|ET|Y|||11A3CAC8E20AB4E6E053A747660AF6EC|1595C93AA3F5DCB2E053A747660A09BD||||||||4712-12-31|Y|1|2002-11-01|||||||||||||||||119E67C19A24375BE053A747660A4A5B|KZ||||||||||PERIOD60|P60|||||Y||N|N|Y|Y||||||||||||||||EMP||||||||||4712-12-31|1901-01-01|WT|WT_ASSIG60::WorkTerm
